"","Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3"
"67210",0001-02-20,2014-05-10 09:33:00,"1.518","0.216","237.850","6.400","1.000","0.000",17
"67211",0001-02-20,2014-05-10 09:34:00,"1.490","0.256","237.550","6.200","1.000","0.000",17
"67212",0001-02-20,2014-05-10 09:35:00,"1.474","0.248","237.380","6.200","1.000","0.000",17
"67213",0001-02-20,2014-05-10 09:36:00,"1.458","0.246","237.490","6.200","1.000","0.000",18
"67214",0001-02-20,2014-05-10 09:37:00,"1.518","0.234","237.460","6.400","1.000","0.000",17
"67215",0001-02-20,2014-05-10 09:38:00,"1.444","0.116","238.820","6.000","1.000","0.000",18
"67216",0001-02-20,2014-05-10 09:39:00,"1.430","0.098","238.510","6.000","2.000","0.000",17
"67217",0001-02-20,2014-05-10 09:40:00,"1.418","0.094","238.160","5.800","1.000","0.000",17
"67218",0001-02-20,2014-05-10 09:41:00,"1.420","0.094","238.160","5.800","1.000","0.000",18
"67219",0001-02-20,2014-05-10 09:42:00,"1.416","0.094","238.100","5.800","1.000","0.000",17
"67220",0001-02-20,2014-05-10 09:43:00,"1.406","0.092","237.500","5.800","1.000","0.000",17
"67221",0001-02-20,2014-05-10 09:44:00,"1.384","0.104","237.390","5.800","1.000","0.000",18
"67222",0001-02-20,2014-05-10 09:45:00,"1.348","0.076","238.030","5.600","1.000","0.000",17
"67223",0001-02-20,2014-05-10 09:46:00,"1.300","0.000","238.160","5.400","1.000","0.000",17
"67224",0001-02-20,2014-05-10 09:47:00,"1.332","0.000","238.270","5.600","1.000","0.000",18
"67225",0001-02-20,2014-05-10 09:48:00,"2.402","0.000","236.870","11.000","17.000","0.000",17
"67226",0001-02-20,2014-05-10 09:49:00,"3.496","0.000","235.980","14.800","37.000","0.000",17
"67227",0001-02-20,2014-05-10 09:50:00,"3.492","0.000","235.930","14.800","37.000","0.000",17
"67228",0001-02-20,2014-05-10 09:51:00,"3.502","0.000","236.290","14.800","38.000","0.000",17
"67229",0001-02-20,2014-05-10 09:52:00,"3.494","0.000","235.840","14.800","37.000","0.000",17
"67230",0001-02-20,2014-05-10 09:53:00,"3.486","0.000","235.610","14.800","37.000","0.000",17
"67231",0001-02-20,2014-05-10 09:54:00,"3.492","0.000","236.000","14.800","37.000","0.000",18
"67232",0001-02-20,2014-05-10 09:55:00,"3.504","0.000","236.530","14.800","37.000","0.000",17
"67233",0001-02-20,2014-05-10 09:56:00,"3.518","0.000","237.180","14.800","38.000","0.000",17
"67234",0001-02-20,2014-05-10 09:57:00,"3.520","0.000","236.980","14.800","38.000","0.000",17
"67235",0001-02-20,2014-05-10 09:58:00,"3.510","0.000","236.810","14.800","37.000","0.000",17
"67236",0001-02-20,2014-05-10 09:59:00,"3.502","0.000","236.860","14.600","37.000","0.000",18
"67237",0001-02-20,2014-05-10 10:00:00,"3.520","0.000","237.370","14.800","38.000","0.000",17
"67238",0001-02-20,2014-05-10 10:01:00,"3.508","0.000","237.140","14.800","37.000","0.000",17
"67239",0001-02-20,2014-05-10 10:02:00,"3.500","0.000","236.930","14.600","37.000","0.000",17
"67240",0001-02-20,2014-05-10 10:03:00,"2.368","0.114","237.160","11.000","19.000","0.000",17
"67241",0001-02-20,2014-05-10 10:04:00,"1.376","0.112","237.750","5.800","0.000","0.000",18
"67242",0001-02-20,2014-05-10 10:05:00,"1.380","0.116","238.340","5.800","0.000","0.000",17
"67243",0001-02-20,2014-05-10 10:06:00,"1.378","0.120","237.810","5.800","0.000","0.000",18
"67244",0001-02-20,2014-05-10 10:07:00,"1.394","0.148","237.150","5.800","0.000","0.000",17
"67245",0001-02-20,2014-05-10 10:08:00,"1.372","0.116","236.940","5.800","1.000","0.000",17
"67246",0001-02-20,2014-05-10 10:09:00,"1.358","0.108","236.760","5.600","0.000","0.000",17
"67247",0001-02-20,2014-05-10 10:10:00,"1.356","0.110","236.830","5.600","0.000","0.000",17
"67248",0001-02-20,2014-05-10 10:11:00,"1.348","0.106","236.060","5.600","0.000","0.000",17
"67249",0001-02-20,2014-05-10 10:12:00,"1.352","0.108","236.580","5.600","0.000","0.000",18
"67250",0001-02-20,2014-05-10 10:13:00,"1.348","0.106","236.210","5.600","0.000","0.000",17
"67251",0001-02-20,2014-05-10 10:14:00,"1.362","0.112","237.570","5.600","0.000","0.000",17
"67252",0001-02-20,2014-05-10 10:15:00,"1.358","0.110","237.390","5.600","0.000","0.000",17
"67253",0001-02-20,2014-05-10 10:16:00,"1.362","0.112","237.720","5.600","0.000","0.000",18
"67254",0001-02-20,2014-05-10 10:17:00,"1.368","0.116","238.370","5.600","0.000","0.000",17
"67255",0001-02-20,2014-05-10 10:18:00,"1.344","0.074","238.780","5.600","0.000","0.000",18
"67256",0001-02-20,2014-05-10 10:19:00,"1.282","0.000","238.900","5.200","0.000","0.000",17
"67257",0001-02-20,2014-05-10 10:20:00,"1.322","0.000","239.140","5.400","0.000","0.000",18
"67258",0001-02-20,2014-05-10 10:21:00,"1.360","0.090","239.100","5.600","0.000","0.000",17
"67259",0001-02-20,2014-05-10 10:22:00,"1.348","0.086","238.030","5.600","0.000","0.000",17
"67260",0001-02-20,2014-05-10 10:23:00,"1.352","0.086","238.230","5.600","0.000","0.000",18
"67261",0001-02-20,2014-05-10 10:24:00,"1.356","0.088","238.800","5.600","0.000","0.000",17
"67262",0001-02-20,2014-05-10 10:25:00,"1.356","0.088","238.890","5.600","0.000","0.000",18
"67263",0001-02-20,2014-05-10 10:26:00,"1.352","0.088","238.550","5.600","0.000","0.000",17
"67264",0001-02-20,2014-05-10 10:27:00,"1.356","0.090","239.250","5.600","0.000","0.000",18
"67265",0001-02-20,2014-05-10 10:28:00,"1.352","0.088","238.810","5.600","0.000","0.000",17
"67266",0001-02-20,2014-05-10 10:29:00,"1.344","0.086","238.300","5.600","0.000","0.000",18
"67267",0001-02-20,2014-05-10 10:30:00,"1.344","0.086","238.250","5.600","0.000","0.000",17
"67268",0001-02-20,2014-05-10 10:31:00,"1.342","0.086","238.250","5.600","0.000","0.000",17
"67269",0001-02-20,2014-05-10 10:32:00,"1.288","0.000","238.140","5.400","0.000","0.000",18
"67270",0001-02-20,2014-05-10 10:33:00,"1.266","0.000","237.400","5.200","0.000","0.000",17
"67271",0001-02-20,2014-05-10 10:34:00,"1.262","0.000","237.050","5.200","0.000","0.000",17
"67272",0001-02-20,2014-05-10 10:35:00,"1.276","0.000","238.340","5.200","0.000","0.000",18
"67273",0001-02-20,2014-05-10 10:36:00,"1.278","0.000","238.570","5.200","0.000","0.000",17
"67274",0001-02-20,2014-05-10 10:37:00,"1.286","0.000","238.520","5.400","0.000","0.000",18
"67275",0001-02-20,2014-05-10 10:38:00,"1.310","0.000","238.690","5.400","0.000","0.000",17
"67276",0001-02-20,2014-05-10 10:39:00,"1.280","0.000","238.660","5.200","0.000","0.000",18
"67277",0001-02-20,2014-05-10 10:40:00,"1.286","0.000","239.260","5.400","0.000","0.000",17
"67278",0001-02-20,2014-05-10 10:41:00,"1.284","0.000","239.180","5.400","0.000","0.000",18
"67279",0001-02-20,2014-05-10 10:42:00,"1.290","0.000","239.650","5.400","0.000","0.000",17
"67280",0001-02-20,2014-05-10 10:43:00,"1.302","0.000","239.110","5.400","0.000","0.000",18
"67281",0001-02-20,2014-05-10 10:44:00,"1.392","0.118","239.060","5.800","0.000","0.000",17
"67282",0001-02-20,2014-05-10 10:45:00,"1.400","0.122","239.870","5.800","0.000","0.000",18
"67283",0001-02-20,2014-05-10 10:46:00,"1.394","0.122","239.690","5.800","0.000","0.000",17
"67284",0001-02-20,2014-05-10 10:47:00,"1.400","0.124","240.310","5.800","0.000","0.000",18
"67285",0001-02-20,2014-05-10 10:48:00,"1.402","0.126","240.650","5.800","0.000","0.000",18
"67286",0001-02-20,2014-05-10 10:49:00,"1.406","0.128","241.270","5.800","0.000","0.000",18
"67287",0001-02-20,2014-05-10 10:50:00,"1.406","0.130","241.420","5.800","0.000","0.000",18
"67288",0001-02-20,2014-05-10 10:51:00,"1.400","0.128","240.880","5.800","0.000","0.000",17
"67289",0001-02-20,2014-05-10 10:52:00,"1.410","0.128","241.100","5.800","0.000","0.000",18
"67290",0001-02-20,2014-05-10 10:53:00,"1.406","0.128","241.000","5.800","0.000","0.000",18
"67291",0001-02-20,2014-05-10 10:54:00,"1.396","0.124","240.190","5.800","0.000","0.000",18
"67292",0001-02-20,2014-05-10 10:55:00,"1.386","0.122","239.640","5.800","0.000","0.000",17
"67293",0001-02-20,2014-05-10 10:56:00,"1.366","0.114","238.130","5.600","0.000","0.000",18
"67294",0001-02-20,2014-05-10 10:57:00,"1.370","0.116","238.560","5.600","0.000","0.000",17
"67295",0001-02-20,2014-05-10 10:58:00,"1.372","0.116","238.760","5.600","0.000","0.000",18
"67296",0001-02-20,2014-05-10 10:59:00,"1.328","0.050","239.180","5.400","0.000","0.000",17
"67297",0001-02-20,2014-05-10 11:00:00,"1.280","0.000","238.740","5.200","0.000","0.000",17
"67298",0001-02-20,2014-05-10 11:01:00,"1.276","0.000","238.440","5.200","0.000","0.000",18
"67299",0001-02-20,2014-05-10 11:02:00,"1.282","0.000","238.950","5.200","0.000","0.000",17
"67300",0001-02-20,2014-05-10 11:03:00,"1.278","0.000","238.520","5.200","0.000","0.000",18
"67301",0001-02-20,2014-05-10 11:04:00,"1.270","0.000","237.860","5.200","0.000","0.000",17
"67302",0001-02-20,2014-05-10 11:05:00,"1.270","0.000","237.690","5.200","0.000","0.000",18
"67303",0001-02-20,2014-05-10 11:06:00,"1.274","0.000","238.160","5.200","0.000","0.000",17
"67304",0001-02-20,2014-05-10 11:07:00,"1.328","0.000","238.370","5.600","0.000","0.000",17
"67305",0001-02-20,2014-05-10 11:08:00,"1.364","0.090","239.000","5.600","0.000","0.000",18
"67306",0001-02-20,2014-05-10 11:09:00,"1.366","0.090","239.100","5.600","0.000","0.000",17
"67307",0001-02-20,2014-05-10 11:10:00,"1.362","0.090","238.870","5.600","0.000","0.000",18
"67308",0001-02-20,2014-05-10 11:11:00,"1.364","0.090","239.120","5.600","0.000","0.000",17
"67309",0001-02-20,2014-05-10 11:12:00,"1.364","0.090","239.230","5.600","0.000","0.000",18
"67310",0001-02-20,2014-05-10 11:13:00,"1.360","0.090","238.870","5.600","0.000","0.000",17
"67311",0001-02-20,2014-05-10 11:14:00,"1.354","0.088","238.700","5.600","0.000","0.000",18
"67312",0001-02-20,2014-05-10 11:15:00,"1.430","0.198","237.860","6.000","0.000","0.000",17
"67313",0001-02-20,2014-05-10 11:16:00,"1.422","0.204","237.830","6.000","0.000","2.000",17
"67314",0001-02-20,2014-05-10 11:17:00,"1.418","0.204","237.830","6.000","0.000","1.000",18
"67315",0001-02-20,2014-05-10 11:18:00,"1.402","0.176","238.130","5.800","0.000","1.000",17
"67316",0001-02-20,2014-05-10 11:19:00,"1.362","0.106","238.750","5.600","0.000","2.000",18
"67317",0001-02-20,2014-05-10 11:20:00,"1.358","0.104","238.350","5.600","0.000","1.000",17
"67318",0001-02-20,2014-05-10 11:21:00,"1.364","0.108","238.950","5.600","0.000","2.000",18
"67319",0001-02-20,2014-05-10 11:22:00,"1.370","0.108","238.830","5.600","0.000","1.000",17
"67320",0001-02-20,2014-05-10 11:23:00,"1.366","0.106","238.400","5.600","0.000","1.000",17
"67321",0001-02-20,2014-05-10 11:24:00,"1.398","0.126","238.990","5.800","0.000","2.000",18
"67322",0001-02-20,2014-05-10 11:25:00,"1.484","0.242","239.320","6.200","0.000","1.000",18
"67323",0001-02-20,2014-05-10 11:26:00,"1.474","0.238","238.870","6.200","0.000","2.000",17
"67324",0001-02-20,2014-05-10 11:27:00,"1.478","0.242","239.490","6.200","0.000","1.000",18
"67325",0001-02-20,2014-05-10 11:28:00,"1.488","0.248","240.610","6.200","0.000","1.000",17
"67326",0001-02-20,2014-05-10 11:29:00,"1.490","0.250","241.020","6.200","0.000","2.000",18
"67327",0001-02-20,2014-05-10 11:30:00,"1.476","0.246","240.240","6.200","0.000","1.000",18
"67328",0001-02-20,2014-05-10 11:31:00,"1.476","0.250","240.920","6.200","0.000","1.000",18
"67329",0001-02-20,2014-05-10 11:32:00,"1.468","0.246","240.320","6.200","0.000","1.000",17
"67330",0001-02-20,2014-05-10 11:33:00,"1.464","0.244","240.030","6.200","0.000","2.000",18
"67331",0001-02-20,2014-05-10 11:34:00,"1.462","0.244","240.010","6.000","0.000","1.000",18
"67332",0001-02-20,2014-05-10 11:35:00,"1.458","0.244","239.900","6.000","0.000","1.000",17
"67333",0001-02-20,2014-05-10 11:36:00,"1.450","0.238","239.080","6.000","0.000","1.000",18
"67334",0001-02-20,2014-05-10 11:37:00,"1.452","0.238","238.840","6.000","0.000","2.000",17
"67335",0001-02-20,2014-05-10 11:38:00,"1.446","0.236","238.420","6.000","0.000","1.000",18
"67336",0001-02-20,2014-05-10 11:39:00,"1.440","0.232","237.900","6.000","0.000","1.000",17
"67337",0001-02-20,2014-05-10 11:40:00,"1.378","0.140","238.370","5.800","0.000","1.000",17
"67338",0001-02-20,2014-05-10 11:41:00,"1.352","0.104","238.420","5.600","0.000","1.000",18
"67339",0001-02-20,2014-05-10 11:42:00,"1.350","0.104","238.110","5.600","0.000","2.000",17
"67340",0001-02-20,2014-05-10 11:43:00,"1.348","0.096","238.530","5.600","0.000","1.000",18
"67341",0001-02-20,2014-05-10 11:44:00,"1.280","0.000","238.170","5.400","0.000","0.000",17
"67342",0001-02-20,2014-05-10 11:45:00,"1.276","0.000","238.430","5.200","0.000","0.000",17
"67343",0001-02-20,2014-05-10 11:46:00,"1.280","0.000","238.850","5.200","0.000","0.000",18
"67344",0001-02-20,2014-05-10 11:47:00,"1.290","0.000","239.860","5.400","0.000","0.000",18
"67345",0001-02-20,2014-05-10 11:48:00,"1.290","0.000","239.750","5.400","0.000","0.000",17
"67346",0001-02-20,2014-05-10 11:49:00,"1.292","0.000","239.880","5.400","0.000","0.000",18
"67347",0001-02-20,2014-05-10 11:50:00,"1.292","0.000","239.920","5.400","0.000","0.000",17
"67348",0001-02-20,2014-05-10 11:51:00,"1.302","0.000","240.820","5.400","0.000","0.000",18
"67349",0001-02-20,2014-05-10 11:52:00,"1.306","0.000","240.540","5.400","0.000","0.000",18
"67350",0001-02-20,2014-05-10 11:53:00,"1.292","0.000","239.260","5.400","0.000","0.000",17
"67351",0001-02-20,2014-05-10 11:54:00,"1.378","0.072","240.710","5.800","0.000","0.000",18
"67352",0001-02-20,2014-05-10 11:55:00,"1.390","0.100","241.460","5.600","0.000","0.000",18
"67353",0001-02-20,2014-05-10 11:56:00,"1.384","0.098","241.060","5.600","0.000","0.000",18
"67354",0001-02-20,2014-05-10 11:57:00,"1.392","0.100","241.620","5.600","0.000","0.000",18
"67355",0001-02-20,2014-05-10 11:58:00,"1.386","0.100","241.650","5.600","0.000","0.000",18
"67356",0001-02-20,2014-05-10 11:59:00,"1.370","0.094","240.380","5.600","0.000","0.000",17
"67357",0001-02-20,2014-05-10 12:00:00,"1.360","0.090","239.570","5.600","0.000","0.000",18
"67358",0001-02-20,2014-05-10 12:01:00,"1.360","0.092","239.840","5.600","0.000","0.000",18
"67359",0001-02-20,2014-05-10 12:02:00,"1.364","0.094","240.160","5.600","0.000","0.000",17
"67360",0001-02-20,2014-05-10 12:03:00,"1.362","0.094","240.030","5.600","0.000","0.000",18
"67361",0001-02-20,2014-05-10 12:04:00,"1.370","0.096","240.870","5.600","0.000","0.000",18
"67362",0001-02-20,2014-05-10 12:05:00,"1.362","0.060","240.890","5.600","0.000","0.000",17
"67363",0001-02-20,2014-05-10 12:06:00,"1.402","0.122","240.030","5.800","0.000","0.000",18
"67364",0001-02-20,2014-05-10 12:07:00,"1.406","0.122","239.960","5.800","0.000","0.000",18
"67365",0001-02-20,2014-05-10 12:08:00,"1.402","0.122","239.850","5.800","0.000","0.000",17
"67366",0001-02-20,2014-05-10 12:09:00,"1.404","0.124","240.330","5.800","0.000","0.000",18
"67367",0001-02-20,2014-05-10 12:10:00,"1.398","0.122","240.040","5.800","0.000","0.000",18
"67368",0001-02-20,2014-05-10 12:11:00,"1.400","0.126","240.820","5.800","0.000","0.000",17
"67369",0001-02-20,2014-05-10 12:12:00,"1.392","0.122","240.140","5.800","0.000","0.000",18
"67370",0001-02-20,2014-05-10 12:13:00,"1.384","0.120","239.510","5.800","0.000","0.000",18
"67371",0001-02-20,2014-05-10 12:14:00,"1.390","0.122","240.310","5.800","0.000","0.000",17
"67372",0001-02-20,2014-05-10 12:15:00,"1.390","0.124","240.320","5.800","0.000","0.000",18
"67373",0001-02-20,2014-05-10 12:16:00,"1.386","0.122","239.930","5.800","0.000","0.000",18
"67374",0001-02-20,2014-05-10 12:17:00,"1.096","0.128","240.770","5.000","0.000","0.000",13
"67375",0001-02-20,2014-05-10 12:18:00,"0.326","0.136","241.030","1.400","0.000","0.000",0
"67376",0001-02-20,2014-05-10 12:19:00,"0.326","0.136","241.120","1.400","0.000","0.000",0
"67377",0001-02-20,2014-05-10 12:20:00,"0.326","0.134","240.620","1.400","0.000","0.000",0
"67378",0001-02-20,2014-05-10 12:21:00,"0.262","0.046","240.800","1.200","0.000","0.000",0
"67379",0001-02-20,2014-05-10 12:22:00,"0.230","0.000","240.130","1.000","0.000","0.000",0
"67380",0001-02-20,2014-05-10 12:23:00,"0.230","0.000","240.020","1.000","0.000","0.000",0
"67381",0001-02-20,2014-05-10 12:24:00,"0.230","0.000","240.290","1.000","0.000","0.000",0
"67382",0001-02-20,2014-05-10 12:25:00,"0.230","0.000","240.120","1.000","0.000","0.000",0
"67383",0001-02-20,2014-05-10 12:26:00,"0.230","0.000","240.440","1.000","0.000","0.000",0
"67384",0001-02-20,2014-05-10 12:27:00,"0.232","0.000","241.370","1.000","0.000","0.000",0
"67385",0001-02-20,2014-05-10 12:28:00,"0.232","0.000","240.880","1.000","0.000","0.000",0
"67386",0001-02-20,2014-05-10 12:29:00,"0.232","0.000","240.690","1.000","0.000","0.000",0
"67387",0001-02-20,2014-05-10 12:30:00,"0.230","0.000","240.530","1.000","0.000","0.000",0
"67388",0001-02-20,2014-05-10 12:31:00,"0.232","0.000","240.860","1.000","0.000","0.000",0
"67389",0001-02-20,2014-05-10 12:32:00,"0.232","0.000","241.090","1.000","0.000","0.000",0
"67390",0001-02-20,2014-05-10 12:33:00,"0.232","0.000","240.890","1.000","0.000","0.000",0
"67391",0001-02-20,2014-05-10 12:34:00,"0.234","0.000","241.730","1.000","0.000","0.000",0
"67392",0001-02-20,2014-05-10 12:35:00,"0.234","0.000","241.730","1.000","0.000","0.000",0
"67393",0001-02-20,2014-05-10 12:36:00,"0.232","0.000","240.810","1.000","0.000","0.000",0
"67394",0001-02-20,2014-05-10 12:37:00,"0.232","0.000","241.280","1.000","0.000","0.000",0
"67395",0001-02-20,2014-05-10 12:38:00,"0.234","0.000","241.360","1.000","0.000","0.000",0
"67396",0001-02-20,2014-05-10 12:39:00,"0.232","0.000","241.290","1.000","0.000","0.000",0
"67397",0001-02-20,2014-05-10 12:40:00,"0.258","0.000","241.520","1.200","0.000","0.000",0
"67398",0001-02-20,2014-05-10 12:41:00,"0.310","0.110","241.680","1.400","0.000","0.000",0
"67399",0001-02-20,2014-05-10 12:42:00,"0.310","0.110","241.810","1.400","0.000","0.000",0
"67400",0001-02-20,2014-05-10 12:43:00,"0.312","0.114","242.600","1.400","0.000","0.000",0
"67401",0001-02-20,2014-05-10 12:44:00,"0.312","0.114","242.790","1.400","0.000","0.000",0
"67402",0001-02-20,2014-05-10 12:45:00,"0.310","0.110","241.720","1.400","0.000","0.000",0
"67403",0001-02-20,2014-05-10 12:46:00,"0.368","0.168","241.220","1.800","0.000","0.000",0
"67404",0001-02-20,2014-05-10 12:47:00,"0.416","0.238","240.730","2.000","0.000","0.000",0
"67405",0001-02-20,2014-05-10 12:48:00,"0.408","0.236","240.180","2.000","0.000","0.000",0
"67406",0001-02-20,2014-05-10 12:49:00,"0.408","0.240","240.850","2.000","0.000","0.000",0
"67407",0001-02-20,2014-05-10 12:50:00,"0.408","0.246","241.960","2.000","0.000","0.000",0
"67408",0001-02-20,2014-05-10 12:51:00,"0.404","0.242","241.970","2.000","0.000","0.000",0
"67409",0001-02-20,2014-05-10 12:52:00,"0.334","0.140","241.700","1.400","0.000","0.000",0
"67410",0001-02-20,2014-05-10 12:53:00,"0.334","0.140","241.460","1.400","0.000","0.000",0
"67411",0001-02-20,2014-05-10 12:54:00,"0.332","0.140","241.550","1.400","0.000","0.000",0
"67412",0001-02-20,2014-05-10 12:55:00,"0.332","0.142","241.690","1.400","0.000","0.000",0
"67413",0001-02-20,2014-05-10 12:56:00,"0.330","0.138","241.000","1.400","0.000","0.000",0
"67414",0001-02-20,2014-05-10 12:57:00,"0.330","0.140","241.440","1.400","0.000","0.000",0
"67415",0001-02-20,2014-05-10 12:58:00,"0.328","0.140","241.430","1.400","0.000","0.000",0
"67416",0001-02-20,2014-05-10 12:59:00,"0.330","0.144","241.870","1.400","0.000","0.000",0
"67417",0001-02-20,2014-05-10 13:00:00,"0.328","0.144","241.750","1.400","0.000","0.000",0
"67418",0001-02-20,2014-05-10 13:01:00,"0.328","0.142","241.640","1.400","0.000","0.000",0
"67419",0001-02-20,2014-05-10 13:02:00,"0.258","0.000","242.020","1.200","0.000","0.000",0
"67420",0001-02-20,2014-05-10 13:03:00,"0.234","0.000","241.530","1.000","0.000","0.000",0
"67421",0001-02-20,2014-05-10 13:04:00,"0.232","0.000","241.240","1.000","0.000","0.000",0
"67422",0001-02-20,2014-05-10 13:05:00,"0.234","0.000","241.480","1.000","0.000","0.000",0
"67423",0001-02-20,2014-05-10 13:06:00,"0.232","0.000","240.550","1.000","0.000","0.000",0
"67424",0001-02-20,2014-05-10 13:07:00,"0.232","0.000","240.420","1.000","0.000","0.000",0
"67425",0001-02-20,2014-05-10 13:08:00,"0.230","0.000","239.880","1.000","0.000","0.000",0
"67426",0001-02-20,2014-05-10 13:09:00,"0.230","0.000","239.490","1.000","0.000","0.000",0
"67427",0001-02-20,2014-05-10 13:10:00,"0.228","0.000","238.820","1.000","0.000","0.000",0
"67428",0001-02-20,2014-05-10 13:11:00,"0.228","0.000","238.190","1.000","0.000","0.000",0
"67429",0001-02-20,2014-05-10 13:12:00,"0.228","0.000","238.190","1.000","0.000","0.000",0
"67430",0001-02-20,2014-05-10 13:13:00,"0.228","0.000","238.580","1.000","0.000","0.000",0
"67431",0001-02-20,2014-05-10 13:14:00,"0.228","0.000","238.710","1.000","0.000","0.000",0
"67432",0001-02-20,2014-05-10 13:15:00,"0.228","0.000","238.240","1.000","0.000","0.000",0
"67433",0001-02-20,2014-05-10 13:16:00,"0.228","0.000","238.770","1.000","0.000","0.000",0
"67434",0001-02-20,2014-05-10 13:17:00,"0.230","0.000","239.400","1.000","0.000","0.000",0
"67435",0001-02-20,2014-05-10 13:18:00,"0.230","0.000","239.480","1.000","0.000","0.000",0
"67436",0001-02-20,2014-05-10 13:19:00,"0.230","0.000","239.560","1.000","0.000","0.000",0
"67437",0001-02-20,2014-05-10 13:20:00,"0.230","0.000","239.850","1.000","0.000","0.000",0
"67438",0001-02-20,2014-05-10 13:21:00,"0.232","0.000","240.430","1.000","0.000","0.000",0
"67439",0001-02-20,2014-05-10 13:22:00,"0.240","0.000","240.470","1.000","0.000","0.000",0
"67440",0001-02-20,2014-05-10 13:23:00,"0.238","0.000","240.470","1.000","0.000","0.000",0
"67441",0001-02-20,2014-05-10 13:24:00,"0.238","0.000","240.500","1.000","0.000","0.000",0
"67442",0001-02-20,2014-05-10 13:25:00,"0.238","0.000","240.690","1.000","0.000","0.000",0
"67443",0001-02-20,2014-05-10 13:26:00,"0.238","0.000","240.740","1.000","0.000","0.000",0
"67444",0001-02-20,2014-05-10 13:27:00,"0.312","0.068","241.950","1.600","0.000","0.000",0
"67445",0001-02-20,2014-05-10 13:28:00,"0.422","0.248","242.060","2.000","0.000","0.000",0
"67446",0001-02-20,2014-05-10 13:29:00,"0.418","0.246","241.720","2.000","0.000","0.000",0
"67447",0001-02-20,2014-05-10 13:30:00,"0.416","0.248","241.880","2.000","0.000","0.000",0
"67448",0001-02-20,2014-05-10 13:31:00,"0.416","0.250","242.270","2.000","0.000","0.000",0
"67449",0001-02-20,2014-05-10 13:32:00,"0.412","0.248","241.790","2.000","0.000","0.000",0
"67450",0001-02-20,2014-05-10 13:33:00,"0.408","0.246","241.450","2.000","0.000","0.000",0
"67451",0001-02-20,2014-05-10 13:34:00,"0.404","0.242","240.960","2.000","0.000","0.000",0
"67452",0001-02-20,2014-05-10 13:35:00,"0.402","0.242","240.980","2.000","0.000","0.000",0
"67453",0001-02-20,2014-05-10 13:36:00,"0.400","0.240","240.730","1.800","0.000","0.000",0
"67454",0001-02-20,2014-05-10 13:37:00,"0.406","0.238","240.400","2.000","0.000","0.000",0
"67455",0001-02-20,2014-05-10 13:38:00,"0.396","0.228","240.130","1.800","0.000","0.000",0
"67456",0001-02-20,2014-05-10 13:39:00,"0.332","0.136","240.300","1.400","0.000","0.000",0
"67457",0001-02-20,2014-05-10 13:40:00,"0.330","0.132","239.620","1.400","0.000","0.000",0
"67458",0001-02-20,2014-05-10 13:41:00,"0.328","0.130","239.110","1.400","0.000","0.000",0
"67459",0001-02-20,2014-05-10 13:42:00,"0.328","0.128","238.640","1.400","0.000","0.000",0
"67460",0001-02-20,2014-05-10 13:43:00,"0.248","0.000","239.750","1.000","0.000","0.000",0
"67461",0001-02-20,2014-05-10 13:44:00,"0.288","0.052","239.770","1.400","0.000","0.000",0
"67462",0001-02-20,2014-05-10 13:45:00,"0.316","0.122","239.760","1.400","0.000","1.000",0
"67463",0001-02-20,2014-05-10 13:46:00,"0.312","0.120","239.610","1.400","0.000","1.000",0
"67464",0001-02-20,2014-05-10 13:47:00,"0.312","0.120","239.580","1.400","0.000","1.000",0
"67465",0001-02-20,2014-05-10 13:48:00,"0.312","0.116","238.770","1.400","0.000","2.000",0
"67466",0001-02-20,2014-05-10 13:49:00,"0.312","0.116","238.690","1.400","0.000","1.000",0
"67467",0001-02-20,2014-05-10 13:50:00,"0.312","0.116","238.730","1.400","0.000","1.000",0
"67468",0001-02-20,2014-05-10 13:51:00,"0.314","0.118","239.090","1.400","0.000","2.000",0
"67469",0001-02-20,2014-05-10 13:52:00,"0.320","0.120","239.440","1.400","0.000","1.000",0
"67470",0001-02-20,2014-05-10 13:53:00,"0.320","0.120","239.720","1.400","0.000","2.000",0
"67471",0001-02-20,2014-05-10 13:54:00,"0.320","0.120","239.770","1.400","0.000","1.000",0
"67472",0001-02-20,2014-05-10 13:55:00,"0.318","0.120","239.650","1.400","0.000","1.000",0
"67473",0001-02-20,2014-05-10 13:56:00,"0.320","0.124","240.600","1.400","0.000","2.000",0
"67474",0001-02-20,2014-05-10 13:57:00,"0.318","0.122","240.120","1.400","0.000","1.000",0
"67475",0001-02-20,2014-05-10 13:58:00,"0.318","0.122","240.090","1.400","0.000","1.000",0
"67476",0001-02-20,2014-05-10 13:59:00,"0.316","0.122","239.830","1.400","0.000","2.000",0
"67477",0001-02-20,2014-05-10 14:00:00,"0.314","0.120","239.700","1.400","0.000","1.000",0
"67478",0001-02-20,2014-05-10 14:01:00,"0.310","0.124","240.440","1.400","0.000","1.000",0
"67479",0001-02-20,2014-05-10 14:02:00,"0.310","0.128","241.630","1.400","0.000","2.000",0
"67480",0001-02-20,2014-05-10 14:03:00,"0.310","0.130","242.040","1.400","0.000","1.000",0
"67481",0001-02-20,2014-05-10 14:04:00,"0.308","0.128","241.560","1.400","0.000","1.000",0
"67482",0001-02-20,2014-05-10 14:05:00,"0.308","0.126","241.140","1.400","0.000","1.000",0
